comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,100,100,3:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110751,1,,70,,,,41,,,,,12809,2022-11-15 11:29:56
-1,-1,100,100,4:28,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110823,3,,57,,,,113,,,,,12809,2022-11-16 17:50:33
Stylistically lacking: “expect to experience unexpected twists”,-1,100,75,6:57,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110942,5,,117,,,,232,,,,,12809,2022-11-16 17:57:32
-1,-1,100,100,29:23,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110995,6,,110,,,,285,,,,,12809,2022-11-16 18:26:57
-1,-1,100,100,6:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110826,3,,78,,,,116,,,,,12809,2022-11-16 18:33:44
-1,-1,100,100,10:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110775,2,,70,,,,65,,,,,12809,2022-11-16 18:44:17
-1,-1,75,100,25:20,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110920,5,,113,,,,210,,,,,12809,2022-11-16 19:09:38
-1,-1,75,50,7:32,0,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110729,1,,79,,,,19,,,,,12809,2022-11-16 19:17:12
-1,-1,100,75,1:30,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110893,4,,110,,,,183,,,,,12809,2022-11-16 19:18:44
-1,-1,100,100,1:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110964,6,,105,,,,254,,,,,12809,2022-11-16 19:20:32
-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110809,2,,54,,,,99,,,,,12809,2022-11-16 19:21:07
-1,-1,100,100,7:20,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110968,6,,118,,,,258,,,,,12809,2022-11-16 19:28:29
-1,-1,100,100,7:9,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110736,1,,60,,,,26,,,,,12809,2022-11-17 16:37:37
-1,-1,100,100,0:53,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110958,5,,120,,,,248,,,,,12809,2022-11-17 16:49:14
Repetitions,-1,100,50,1:4,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110820,3,,93,,,,110,,,,,12809,2022-11-17 16:50:19
-1,-1,100,75,1:6,1,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110894,4,,108,,,,184,,,,,12809,2022-11-17 17:06:18
-1,-1,100,100,21:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110970,6,,111,,,,260,,,,,12809,2022-11-17 17:27:40
-1,-1,75,50,7:58,0,-1,-1,-1,-1,-1,-1,-1,50,75,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110712,1,,94,,,,2,,,,,12809,2022-11-17 17:35:39
-1,-1,100,100,17:18,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110917,5,,117,,,,207,,,,,12809,2022-11-17 17:52:59
-1,-1,75,25,1:7,0,-1,-1,-1,-1,-1,-1,-1,50,50,80,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110766,2,,78,,,,56,,,,,12809,2022-11-17 17:54:08
-1,-1,75,50,29:58,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110875,4,,104,,,,165,,,,,12809,2022-11-18 10:32:45
-1,-1,100,75,11:8,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110821,3,,78,,,,111,,,,,12809,2022-11-18 10:43:55
-1,-1,100,50,7:14,1,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110798,2,,93,,,,88,,,,,12809,2022-11-18 10:51:10
-1,-1,100,100,7:8,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110989,6,,106,,,,279,,,,,12809,2022-11-18 10:58:21
-1,-1,100,100,1:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110817,3,,73,,,,107,,,,,12809,2022-11-18 11:00:11
-1,-1,100,100,5:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110937,5,,108,,,,227,,,,,12809,2022-11-18 11:06:01
-1,-1,100,100,4:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110897,4,,107,,,,187,,,,,12809,2022-11-18 11:10:41
-1,-1,100,75,14:50,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110711,1,,98,,,,1,,,,,12809,2022-11-18 11:25:33
-1,-1,100,100,3:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110748,1,,54,,,,38,,,,,12809,2022-11-18 11:29:05
-1,-1,100,75,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110786,2,,81,,,,76,,,,,12809,2022-11-18 11:29:41
-1,-1,100,100,15:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110959,5,,105,,,,249,,,,,12809,2022-11-18 11:44:53
-1,-1,100,75,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110862,4,,104,,,,152,,,,,12809,2022-11-18 11:45:28
-1,-1,100,100,3:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,111002,6,,114,,,,292,,,,,12809,2022-11-18 11:48:54
-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110852,3,,48,,,,142,,,,,12809,2022-11-18 11:49:33
-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110831,3,,77,,,,121,,,,,12809,2022-11-18 11:50:38
-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110943,5,,105,,,,233,,,,,12809,2022-11-18 11:51:16
-1,-1,100,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111004,6,,116,,,,294,,,,,12809,2022-11-18 11:52:30
-1,-1,100,100,1:27,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,111009,6,,117,,,,299,,,,,12805,2022-11-18 19:42:05
-1,-1,75,75,3:4,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110931,5,,119,,,,221,,,,,12805,2022-11-18 20:34:19
No mention of the corresponding zodiac sign,-1,100,100,0:56,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110779,2,,60,,,,69,,,,,12805,2022-11-18 20:35:17
No mention of the corresponding zodiac sign and the temporal dimension,-1,100,100,5:8,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110897,4,,107,,,,187,,,,,12805,2022-11-18 20:40:27
-1,-1,100,100,0:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110848,3,,57,,,,138,,,,,12805,2022-11-18 20:41:23
No mention of the zodiac sign and the temporal aspect,-1,100,100,3:21,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110752,1,,69,,,,42,,,,,12805,2022-11-18 21:19:09
-1,-1,100,100,3:14,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110859,3,,58,,,,149,,,,,12805,2022-11-18 21:22:26
The horoscope surpasses the monthly outlook and covers two months,-1,100,100,6:9,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110934,5,,109,,,,224,,,,,12805,2022-11-18 21:28:37
-1,-1,100,100,1:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110976,6,,120,,,,266,,,,,12805,2022-11-18 21:30:04
-1,-1,100,100,1:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110764,2,,79,,,,54,,,,,12805,2022-11-18 21:31:44
-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110733,1,,55,,,,23,,,,,12805,2022-11-18 21:32:23
-1,-1,100,100,0:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110879,4,,126,,,,169,,,,,12805,2022-11-18 21:33:21
-1,-1,100,100,0:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,111001,6,,120,,,,291,,,,,12805,2022-11-18 21:34:03
-1,-1,100,100,1:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110903,4,,118,,,,193,,,,,12805,2022-11-18 21:35:43
-1,-1,100,100,2:45,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110726,1,,81,,,,16,,,,,12805,2022-11-18 21:38:30
-1,-1,100,100,1:4,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110792,2,,65,,,,82,,,,,12805,2022-11-18 21:39:36
-1,-1,100,100,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110953,5,,108,,,,243,,,,,12805,2022-11-18 21:40:37
No mention of the corresponding zodiac sign,-1,100,100,2:1,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110821,3,,78,,,,111,,,,,12805,2022-11-18 21:42:40
-1,-1,100,100,0:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110981,6,,111,,,,271,,,,,12805,2022-11-18 21:43:40
No mention of the zodiac sign and the topic,-1,100,100,2:28,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110927,5,,117,,,,217,,,,,12805,2022-11-18 21:46:10
-1,-1,100,100,0:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110812,3,,68,,,,102,,,,,12805,2022-11-18 21:46:38
-1,-1,100,100,4:11,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110958,5,,120,,,,248,,,,,12807,2022-11-19 15:16:02
-1,-1,100,100,6:58,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110974,6,,112,,,,264,,,,,12807,2022-11-19 15:23:03
-1,-1,100,100,5:45,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110833,3,,48,,,,123,,,,,12807,2022-11-19 15:28:51
-1,-1,100,100,10:49,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110972,6,,105,,,,262,,,,,12807,2022-11-19 15:39:43
-1,-1,100,100,8:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110849,3,,58,,,,139,,,,,12807,2022-11-19 15:48:07
-1,-1,100,75,12:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110890,4,,99,,,,180,,,,,12807,2022-11-19 16:00:11
-1,-1,75,75,10:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110742,1,,55,,,,32,,,,,12807,2022-11-19 16:11:19
-1,-1,100,75,6:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110777,2,,52,,,,67,,,,,12807,2022-11-19 16:17:51
-1,-1,75,100,9:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110943,5,,105,,,,233,,,,,12807,2022-11-19 16:27:16
-1,-1,100,75,8:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110868,4,,123,,,,158,,,,,12807,2022-11-19 16:36:00
-1,-1,75,100,9:46,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110960,5,,119,,,,250,,,,,12807,2022-11-19 16:45:49
-1,-1,100,100,7:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110818,3,,71,,,,108,,,,,12807,2022-11-19 16:53:21
-1,-1,100,100,12:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110968,6,,118,,,,258,,,,,12807,2022-11-19 17:05:34
-1,-1,100,100,2:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110795,2,,63,,,,85,,,,,12807,2022-11-19 17:08:14
-1,-1,100,100,7:35,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110740,1,,52,,,,30,,,,,12807,2022-11-19 17:15:53
-1,-1,100,100,8:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110835,3,,57,,,,125,,,,,12807,2022-11-19 17:24:39
-1,-1,100,100,20:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110965,6,,115,,,,255,,,,,12807,2022-11-19 17:45:00
-1,-1,100,100,9:5,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110734,1,,61,,,,24,,,,,12807,2022-11-19 17:54:08
-1,-1,100,100,11:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110908,4,,107,,,,198,,,,,12807,2022-11-19 18:05:39
-1,-1,100,100,7:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110810,2,,64,,,,100,,,,,12807,2022-11-19 18:13:03
-1,-1,100,75,4:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110918,5,,106,,,,208,,,,,12807,2022-11-19 18:23:32
-1,-1,75,100,11:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110757,1,,76,,,,47,,,,,12807,2022-11-19 18:35:00
-1,-1,100,100,7:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110905,4,,112,,,,195,,,,,12807,2022-11-19 18:42:55
-1,-1,75,100,15:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110794,2,,96,,,,84,,,,,12807,2022-11-19 18:58:02
-1,-1,100,100,6:56,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110984,6,,106,,,,274,,,,,12807,2022-11-19 23:09:02
-1,-1,100,100,4:49,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110825,3,,79,,,,115,,,,,12807,2022-11-19 23:13:54
-1,-1,100,75,7:1,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110942,5,,117,,,,232,,,,,12807,2022-11-19 23:20:57
-1,-1,100,100,9:49,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,111007,6,,113,,,,297,,,,,12807,2022-11-19 23:30:49
-1,-1,75,100,6:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110769,2,,59,,,,59,,,,,12807,2022-11-19 23:36:55
-1,-1,100,100,8:41,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110899,4,,117,,,,189,,,,,12807,2022-11-19 23:45:39
-1,-1,100,100,16:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110844,3,,74,,,,134,,,,,12807,2022-11-20 00:01:44
-1,-1,50,50,6:4,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110718,1,,79,,,,8,,,,,12807,2022-11-20 00:11:36
-1,-1,100,100,5:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110933,5,,112,,,,223,,,,,12807,2022-11-20 00:17:25
-1,-1,100,100,10:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110879,4,,126,,,,169,,,,,12807,2022-11-20 00:27:44
-1,-1,100,100,6:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110779,2,,60,,,,69,,,,,12807,2022-11-20 00:34:40
-1,-1,75,100,7:44,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110971,6,,105,,,,261,,,,,12807,2022-11-20 00:42:27
-1,-1,100,100,6:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110741,1,,65,,,,31,,,,,12807,2022-11-20 00:48:57
-1,-1,100,75,14:48,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110830,3,,61,,,,120,,,,,12807,2022-11-20 01:03:48
-1,-1,100,100,9:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110937,5,,108,,,,227,,,,,12807,2022-11-20 01:18:20
-1,-1,100,100,25:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110901,4,,113,,,,191,,,,,12807,2022-11-20 01:44:17
-1,-1,100,100,5:58,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110969,6,,120,,,,259,,,,,12807,2022-11-20 11:37:07
-1,-1,75,100,8:12,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110720,1,,71,,,,10,,,,,12807,2022-11-20 11:45:21
-1,-1,100,100,7:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110823,3,,57,,,,113,,,,,12807,2022-11-20 11:53:10
-1,-1,100,100,6:56,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110809,2,,54,,,,99,,,,,12807,2022-11-20 12:00:09
-1,-1,100,75,7:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110915,5,,109,,,,205,,,,,12807,2022-11-20 12:07:36
-1,-1,75,100,10:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110935,5,,105,,,,225,,,,,12807,2022-11-20 12:18:21
-1,-1,100,100,12:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110796,2,,58,,,,86,,,,,12807,2022-11-20 12:31:11
-1,-1,100,100,6:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110986,6,,105,,,,276,,,,,12807,2022-11-20 12:37:44
-1,-1,75,100,3:27,1,-1,-1,-1,-1,-1,-1,-1,75,100,90,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110777,2,,52,,,,67,,,,,12805,2022-11-21 13:13:25
-1,-1,100,100,2:6,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110893,4,,110,,,,183,,,,,12805,2022-11-21 13:15:34
-1,-1,100,100,2:40,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,110730,1,,84,,,,20,,,,,12805,2022-11-21 13:18:16
-1,-1,100,75,2:40,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,110925,5,,118,,,,215,,,,,12805,2022-11-21 13:20:59
