comment,blacklist_suggestions,overall_quality,factual_correctness,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,lexical_correctness,syntactic_correctness,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,src,tgt,title,len_sentences,len_words,len_quotes
-1,-1,75.0,88.88888888888889,2:55,0,-1,,75.0,75.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,66.66666666666666,108333.0,1.0,,,,,,6d41480662b856401581a57d45a8bad6,,0.0,14.292580604553224,5.649888515472412,106546.0,2022-11-01 10:37:08,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe said on Friday it ruled it had notified Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala, in line with a European Court of Human Rights (ECHR) ruling.

The Council said in a statement that it had asked Ankara to submit its view on the case by the Jan 19, 2022.

A Turkish court last week ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial, adding to strains in Ankara's troubled relations with its Western allies.",6d41480662b856401581a57d45a8bad6,3,108,1
-1,-1,25.0,88.88888888888889,0:35,0,-1,,25.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,108333.0,1.0,,,,,,6d41480662b856401581a57d45a8bad6,,0.0,14.292580604553224,5.649888515472412,106544.0,2022-11-04 23:46:00,"The Council of Europe said on Friday it ruled to notify Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala in line with a European Court of Human Rights (ECHR) ruling.

The Council asked Ankara to submit its view on the case by Jan 19, 2022, the statement said.

Last week a Turkish court ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial which has added to strains in Ankara's troubled relations with its Western allies.","The Council of Europe said on Friday it ruled it had notified Turkey of its intention to launch ""infringement proceedings"" against the country over its failure to release philanthropist Osman Kavala, in line with a European Court of Human Rights (ECHR) ruling.

The Council said in a statement that it had asked Ankara to submit its view on the case by the Jan 19, 2022.

A Turkish court last week ruled to keep Kavala in prison, extending his four-year detention without conviction in a trial, adding to strains in Ankara's troubled relations with its Western allies.",6d41480662b856401581a57d45a8bad6,3,108,1
-1,-1,100.0,66.66666666666666,2:27,1,-1,100.0,75.0,100.0,100.0,99.99999999999999,-1,-1,100.0,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.0,100.0,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106545.0,2022-10-24 22:44:31,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,75.0,66.66666666666666,2:27,0,-1,100.0,75.0,75.0,100.0,99.99999999999999,-1,-1,100.0,-1,,-1,-1,-1,-1,changes in words and word order have effectively paraphrased the input text&comma; while it does not change the meanings of the text ,-1,some words can be replaced ,-1,-1,-1,-1,-1,100.0,100.0,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106542.0,2022-10-29 11:54:38,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,75.0,66.66666666666666,7:12,0,-1,50.0,75.0,100.0,100.0,99.99999999999999,-1,-1,100.0,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.0,100.0,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106543.0,2022-10-30 17:45:00,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,100.0,100.0,1:22,0,-1,,75.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106546.0,2022-11-01 10:54:27,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,50.0,100.0,0:28,0,-1,,25.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106544.0,2022-11-04 17:10:49,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,50.0,100.0,1:37,0,-1,,50.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,content is similar&comma; change of syntax and small words,Mexico also registered 2&comma;252 new confirmed cases of coronavirus infection for a total of 2&comma;043&comma;632 cases&comma; health ministry data showed,there could be more words changed for a higher linguistic difference,-1,-1,-1,-1,-1,,,108352.0,2.0,,,,,,66aaaa13559cb7151e2d4d7cc2a66077,,0.0,7.116915464401245,2.323814392089844,106541.0,2022-11-06 20:01:54,"Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the total in the country to 180,536 deaths.

According to health ministry data, Mexico also registered 2,252 new confirmed cases of coronavirus infection, for a total of 2,043,632 cases.","Mexico on Monday registered 429 additional fatalities due to the coronavirus, bringing the overall number of fatalities in the country to 180,536.

Mexico also registered 2,252 new confirmed cases of coronavirus infection for a total of 2,043,632 cases, health ministry data showed.",66aaaa13559cb7151e2d4d7cc2a66077,2,46,0
-1,-1,50.0,66.66666666666666,5:15,1,-1,100.0,50.0,100.0,100.0,99.99999999999999,-1,-1,100.0,-1,,-1,-1,-1,-1,-1,-1,Changes are quite minimal,-1,-1,-1,-1,-1,100.0,100.0,108304.0,1.0,,,,,,73a34ebac1f10c6f59272a2fa78474c7,,0.0,12.674646139144896,5.691567897796631,106545.0,2022-10-24 22:49:47,"U.S. crude and distillate stocks fell last week while gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

Crude stocks fell by 815,000 barrels for the week ended Dec. 10. Gasoline inventories rose by 426,000 barrels and distillate stocks fell by 1 million barrels, the data showed, according to the sources, who spoke on condition of anonymity.","U.S. crude and distillate stocks fell last week and gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

The week ended Dec. 10 saw crude stocks fall by 815,000 barrels. Gasoline inventories rose by 426,000 barrels, while distillate stocks fell by 1 million barrels, the data showed, said the sources, who spoke on condition of anonymity.",73a34ebac1f10c6f59272a2fa78474c7,3,69,0
-1,-1,75.0,88.88888888888889,2:2,1,-1,,75.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,108304.0,1.0,,,,,,73a34ebac1f10c6f59272a2fa78474c7,,0.0,12.674646139144896,5.691567897796631,79689.0,2022-10-30 09:08:49,"U.S. crude and distillate stocks fell last week while gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

Crude stocks fell by 815,000 barrels for the week ended Dec. 10. Gasoline inventories rose by 426,000 barrels and distillate stocks fell by 1 million barrels, the data showed, according to the sources, who spoke on condition of anonymity.","U.S. crude and distillate stocks fell last week and gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

The week ended Dec. 10 saw crude stocks fall by 815,000 barrels. Gasoline inventories rose by 426,000 barrels, while distillate stocks fell by 1 million barrels, the data showed, said the sources, who spoke on condition of anonymity.",73a34ebac1f10c6f59272a2fa78474c7,3,69,0
-1,-1,50.0,66.66666666666666,7:6,1,-1,66.66666666666666,25.0,50.0,100.0,99.99999999999999,-1,-1,100.0,-1,,-1,-1,-1,-1,most of the facts are included in the output text&comma; and the content remains quite similar ,-1,words are being replaced incorrect&comma; it changed the meanings of the sentences ,and gasoline inventories rose; while distillate stocks fell by 1 million barrels,-1,-1,-1,-1,33.33333333333333,66.66666666666666,108304.0,1.0,,,,,,73a34ebac1f10c6f59272a2fa78474c7,,0.0,12.674646139144896,5.691567897796631,106542.0,2022-11-01 13:00:22,"U.S. crude and distillate stocks fell last week while gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

Crude stocks fell by 815,000 barrels for the week ended Dec. 10. Gasoline inventories rose by 426,000 barrels and distillate stocks fell by 1 million barrels, the data showed, according to the sources, who spoke on condition of anonymity.","U.S. crude and distillate stocks fell last week and gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

The week ended Dec. 10 saw crude stocks fall by 815,000 barrels. Gasoline inventories rose by 426,000 barrels, while distillate stocks fell by 1 million barrels, the data showed, said the sources, who spoke on condition of anonymity.",73a34ebac1f10c6f59272a2fa78474c7,3,69,0
-1,-1,100.0,88.88888888888889,1:24,0,-1,,100.0,100.0,,,-1,-1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,108304.0,1.0,,,,,,73a34ebac1f10c6f59272a2fa78474c7,,0.0,12.674646139144896,5.691567897796631,106546.0,2022-11-03 09:53:34,"U.S. crude and distillate stocks fell last week while gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

Crude stocks fell by 815,000 barrels for the week ended Dec. 10. Gasoline inventories rose by 426,000 barrels and distillate stocks fell by 1 million barrels, the data showed, according to the sources, who spoke on condition of anonymity.","U.S. crude and distillate stocks fell last week and gasoline inventories rose, according to market sources citing American Petroleum Institute figures on Tuesday.

The week ended Dec. 10 saw crude stocks fall by 815,000 barrels. Gasoline inventories rose by 426,000 barrels, while distillate stocks fell by 1 million barrels, the data showed, said the sources, who spoke on condition of anonymity.",73a34ebac1f10c6f59272a2fa78474c7,3,69,0
