comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,100,100,2:6,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106354,1,,,,,,63,,,,,12805,2022-10-04 18:40:11
-1,-1,75,100,4:26,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106412,3,,,,,,121,,,,,12805,2022-10-04 18:44:38
-1,-1,100,100,1:3,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106454,2,,,,,,163,,,,,12805,2022-10-04 18:45:43
-1,-1,100,100,2:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106353,1,,,,,,62,,,,,12805,2022-10-04 18:48:07
-1,-1,100,100,1:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106371,3,,,,,,80,,,,,12805,2022-10-04 18:50:05
-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106465,2,,,,,,174,,,,,12805,2022-10-04 18:51:10
-1,-1,100,100,0:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106495,2,,,,,,204,,,,,12805,2022-10-04 18:51:41
-1,-1,100,100,1:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106364,1,,,,,,73,,,,,12805,2022-10-04 18:53:27
-1,-1,100,100,0:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106407,3,,,,,,116,,,,,12805,2022-10-04 18:54:15
-1,-1,100,75,9:56,1,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106510,2,,,,,,219,,,,,12806,2022-10-05 12:40:37
-1,-1,100,100,6:34,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106486,2,,,,,,195,,,,,12806,2022-10-05 12:47:12
Text wirkt etwas  unzusammenhängend  und eher aufzählend,-1,75,50,11:56,1,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106398,3,,,,,,107,,,,,12806,2022-10-05 12:59:10
Text wirkt etwas unzusammenhängend.Es werden eigentlich fast nur Sonntag und Montag thematisiert.Durch Verweise auf andere Sternenkonstellationen  unübersichtlich,-1,50,50,17:15,1,-1,-1,-1,-1,-1,-1,-1,75,75,80,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106338,1,,,,,,47,,,,,12806,2022-10-05 13:16:26
Thema des Textes wäre Freizeit,-1,100,75,10:30,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12806,2022-10-05 13:26:58
Der Text-Aussage entsprechend eine passende Wortwahl genutzt,-1,100,100,10:30,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12806,2022-10-05 13:37:29
-1,-1,100,100,1:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106451,2,,,,,,160,,,,,12807,2022-10-06 11:36:44
-1,-1,75,75,11:20,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106342,1,,,,,,51,,,,,12807,2022-10-06 11:48:07
-1,-1,100,75,16:34,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106383,3,,,,,,92,,,,,12807,2022-10-06 12:04:43
-1,-1,100,75,7:6,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106374,3,,,,,,83,,,,,12807,2022-10-06 12:11:51
-1,-1,75,75,10:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106312,1,,,,,,21,,,,,12807,2022-10-06 12:22:12
-1,-1,100,100,10:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12807,2022-10-06 12:33:09
-1,-1,75,50,8:39,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106302,1,,,,,,11,,,,,12807,2022-10-06 12:41:51
-1,-1,100,100,2:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106474,2,,,,,,183,,,,,12807,2022-10-06 12:44:38
-1,-1,100,100,16:29,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106380,3,,,,,,89,,,,,12807,2022-10-06 13:01:09
-1,-1,100,100,11:46,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106411,3,,,,,,120,,,,,12807,2022-10-06 13:12:57
-1,-1,100,100,13:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106506,2,,,,,,215,,,,,12807,2022-10-06 13:26:39
-1,-1,75,75,18:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106324,1,,,,,,33,,,,,12807,2022-10-06 13:44:40
-1,-1,75,75,10:39,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106320,1,,,,,,29,,,,,12807,2022-10-06 13:55:21
-1,-1,100,100,6:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106477,2,,,,,,186,,,,,12807,2022-10-06 14:02:20
-1,-1,100,100,12:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12807,2022-10-06 14:14:35
-1,-1,100,75,15:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106352,1,,,,,,61,,,,,12807,2022-10-06 14:30:33
-1,-1,100,100,9:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106486,2,,,,,,195,,,,,12807,2022-10-06 14:40:31
-1,-1,100,100,8:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106434,3,,,,,,143,,,,,12807,2022-10-06 14:48:59
-1,-1,100,100,0:35,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106507,2,,,,,,216,,,,,12807,2022-10-06 14:55:57
-1,-1,75,100,14:31,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12807,2022-10-06 15:10:30
-1,-1,75,75,6:52,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106326,1,,,,,,35,,,,,12807,2022-10-06 15:26:27
-1,-1,75,100,14:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106395,3,,,,,,104,,,,,12807,2022-10-06 15:41:15
-1,-1,100,100,5:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106502,2,,,,,,211,,,,,12807,2022-10-06 15:47:02
-1,-1,100,100,9:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106294,1,,,,,,3,,,,,12807,2022-10-06 15:56:51
-1,-1,100,100,5:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106449,2,,,,,,158,,,,,12807,2022-10-06 16:02:50
-1,-1,100,75,7:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106315,1,,,,,,24,,,,,12807,2022-10-06 16:10:43
-1,-1,100,100,12:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106427,3,,,,,,136,,,,,12807,2022-10-06 16:22:53
-1,-1,100,75,7:44,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106319,1,,,,,,28,,,,,12807,2022-10-06 16:30:39
-1,-1,75,100,9:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106402,3,,,,,,111,,,,,12807,2022-10-06 16:39:42
-1,-1,100,100,4:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106505,2,,,,,,214,,,,,12807,2022-10-06 16:43:55
-1,-1,75,75,18:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106307,1,,,,,,16,,,,,12807,2022-10-06 17:02:09
-1,-1,100,100,1:26,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106457,2,,,,,,166,,,,,12805,2022-10-06 17:12:10
According to Input&comma; the text should be addressed to Scorpios&comma; but the text contains separate messages for Aries&comma; Taurus and Gemini instead,-1,0,100,10:50,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,106428,3,,,,,,137,,,,,12807,2022-10-06 17:13:01
-1,-1,100,100,1:42,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106336,1,,,,,,45,,,,,12805,2022-10-06 17:13:54
-1,-1,100,100,3:11,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106405,3,,,,,,114,,,,,12805,2022-10-06 17:17:06
-1,-1,100,100,8:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12807,2022-10-06 17:21:23
The horoscope writes on the topic without addressing the zodiac sign,-1,100,100,5:14,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106366,1,,,,,,75,,,,,12805,2022-10-06 17:22:22
-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106512,2,,,,,,221,,,,,12805,2022-10-06 17:23:27
The zodiac sign is not addressed and the theme is only partly covered,-1,100,100,2:43,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106402,3,,,,,,111,,,,,12805,2022-10-06 17:26:11
-1,-1,100,100,0:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106508,2,,,,,,217,,,,,12805,2022-10-06 17:27:14
-1,-1,100,100,3:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106391,3,,,,,,100,,,,,12805,2022-10-06 17:30:28
-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106358,1,,,,,,67,,,,,12805,2022-10-06 17:31:52
-1,-1,100,100,1:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12805,2022-10-06 17:33:01
-1,-1,100,75,14:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106365,1,,,,,,74,,,,,12807,2022-10-06 17:35:28
The horoscope does not address the theme (work),-1,100,100,3:10,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106378,3,,,,,,87,,,,,12805,2022-10-06 17:36:12
-1,-1,100,-1,2:0,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106363,1,,,,,,72,,,,,12805,2022-10-06 17:38:13
-1,-1,75,100,2:4,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106329,1,,,,,,38,,,,,12805,2022-10-06 17:40:19
-1,-1,100,100,2:29,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106420,3,,,,,,129,,,,,12805,2022-10-06 17:42:50
-1,-1,100,100,1:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106483,2,,,,,,192,,,,,12805,2022-10-06 17:43:58
-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106451,2,,,,,,160,,,,,12805,2022-10-06 17:44:31
-1,-1,100,100,1:20,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106379,3,,,,,,88,,,,,12805,2022-10-06 17:45:53
-1,-1,100,100,10:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106513,2,,,,,,222,,,,,12807,2022-10-06 17:45:57
-1,-1,100,100,2:47,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106306,1,,,,,,15,,,,,12805,2022-10-06 17:48:41
-1,-1,100,100,1:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106440,3,,,,,,149,,,,,12805,2022-10-06 17:50:15
-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106499,2,,,,,,208,,,,,12805,2022-10-06 17:51:03
-1,-1,100,100,2:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106322,1,,,,,,31,,,,,12805,2022-10-06 17:53:15
-1,-1,75,100,9:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106437,3,,,,,,146,,,,,12807,2022-10-06 17:55:49
-1,-1,100,100,3:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106312,1,,,,,,21,,,,,12805,2022-10-06 17:57:06
-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106433,3,,,,,,142,,,,,12805,2022-10-06 17:57:56
-1,-1,100,100,1:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106461,2,,,,,,170,,,,,12805,2022-10-06 17:58:59
The zodiac sign is not mentioned in the horoscope,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106424,3,,,,,,133,,,,,12805,2022-10-06 18:00:23
-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106479,2,,,,,,188,,,,,12805,2022-10-06 18:01:02
-1,-1,100,100,1:31,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106328,1,,,,,,37,,,,,12805,2022-10-06 18:02:34
The zodiac sign and the theme are not clearly addressed,-1,100,100,2:32,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106333,1,,,,,,42,,,,,12805,2022-10-06 18:05:07
-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106375,3,,,,,,84,,,,,12805,2022-10-06 18:06:14
-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106507,2,,,,,,216,,,,,12805,2022-10-06 18:06:59
-1,-1,100,75,6:10,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106314,1,,,,,,23,,,,,12807,2022-10-06 18:36:46
-1,-1,100,100,8:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106453,2,,,,,,162,,,,,12807,2022-10-06 18:45:10
-1,-1,100,100,3:36,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106369,3,,,,,,78,,,,,12807,2022-10-06 18:48:48
-1,-1,100,100,9:49,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106376,3,,,,,,85,,,,,12807,2022-10-06 18:58:39
